name,email,telefon,webseite,plz,stadt,straße,lat,lng,beansprucht
Kasper Michaela Zahnarztpraxis,mail@praxis-hechingen.de,07471 7 39 74 74,https://www.praxis-hechingen.de/,72379,Hechingen,Im Weiher 19,483.591.188,89.614.912,nein
Haas Theo Dr. med. dent. Zahnarzt,praxis@praxishaas.de,07471 61 00 15,https://www.praxishaas.de/,72379,Hechingen,Obertorplatz 10,483.507.495,89.620.408,nein
Naydenova-Wenk Desislava Zahnarztpraxis,zahnarzt-hechingen@web.de,07471 9 84 47 75,https://www.zahnarzt-hechingen.de/,72379,Hechingen,Weilheimer Str. 31,48.345.756,89.560.504,nein
Günter Wolfgang Dr.med.dent. Zahnarzt,,07471 1 53 60,,72379,Hechingen,Schadenweilerstr. 11,483.540.077,89.671.183,nein
Lapaci Rodica Zahnärztin,,07471 1 53 18,,72379,Hechingen,St.-Johannes-Str. 7,483.436.552,8.974.766,nein
Bergmüller Jolanta Zahnarztpraxis,,04774 13 73,https://www.implantologie-bergmueller.de/,21755,Hechthausen,Hutloher Str. 2,536.391.979,92.409.847,nein
Golecki Gudrun Zahnarztpraxis,golecki.gudrun@web.de,033451 2 45,,16259,Heckelberg,Eberswalder Str. 30,527.429.799,138.434.883,nein
Ohlinger Mario,,03925 28 42 07,,39444,Hecklingen,Ascherslebener Str. 1,518.450.949,115.319.685,nein
Reinhardt Jörg,,039267 8 04 94,https://www.zahnarztreinhardt.de/,39444,Hecklingen,Bergstr. 52B,51.883.616,114.029.504,nein
Zahnarztpraxis Matthias Wiechers,,06203 4 12 98,https://www.praxis-wiechers.de/,68542,Heddesheim,Lindenstraße 6,495.096.479,86.091.304,nein
Schöne Zähne Rhein Neckar - Dr. Hensel & Kollegen,,06203 40 48 90,https://www.zahnarzt-heddesheim.de/,68542,Heddesheim,Schaafeckstr. 25-27,495.029.477,86.016.269,nein
Zahnarztpraxis Dr. Judith Braunwell,,06203 49 22 49,https://www.oralchirurgie.com/standort/zahnarztpraxis-heddesheim/,68542,Heddesheim,Am Hirschplatz 2,495.035.408,86.009.166,nein
"Martin Ines, Mario",,039481 8 13 67,,6458,Hedersleben,Klosterstr. 7,518.581.749,112.539.998,nein
Gärtner Irina,gaertner.praxis@googlemail.com,02568 93 51 97,,48619,Heek,Mähne 22,521.216.643,71.067.711,nein
Gemeinschaftspraxis C. Henzel /B. Henzel Zahnärzte Zahnärzte,,04281 62 53,https://www.zip-heeslingen.de/,27404,Heeslingen,Offenser Weg 11,533.155.086,93.312.783,nein
"Kaden Roland Dr.med.dent., Christoph F. Dr.med.dent. Zahnarztpraxis",info@dr-roland-kaden.de,0481 6 48 18,https://www.zahnarztpraxis-dres-kaden.de/,25746,Heide,Neue Anlage 2,541.922.196,90.923.657,nein
Barber Ralf Zahnarzt,info@heiderzaehne.de,0481 6 25 25,https://www.heiderzaehne.de/,25746,Heide,Markt 7,54.195.261,9.094.813,nein
Zahnarztpraxis ZahnRichter,info@kzv-sh.de,0481 81 78 78 48,https://www.zahnrichter-heide.de/,25746,Heide,Hamburger Str. 32,541.955.864,91.044.184,nein
"Laskowski Marko Dr., Adamski Frederic Dr. Zahnärzte",info@l-a-hei.de,0481 6 10 00,https://www.l-a-hei.de/,25746,Heide,Feldstr. 26,541.912.995,90.978.956,nein
Fischbach Hendrik Dr. Fachzahnarzt für Kieferorthopädie,info@praxis-fischbach.de,0481 7 40 45,https://www.praxis-fischbach.de/,25746,Heide,Große Westerstr. 42,541.936.265,90.867.935,nein
Zahnarztpraxis Silvana Breier,info@zahnarzt-breier.de,0481 78 70 32 81,https://www.zahnarzt-breier.de/,25746,Heide,Sophie-Dethleffs-Str. 41,541.897.072,9.091.456,nein
Stoltenberg Horst Dr.med.dent. Zahnarzt,info@zahnarzt-dr-stoltenberg.de,0481 8 56 28 56,https://www.zahnarzt-dr-stoltenberg.de/,25746,Heide,Hamburger Str. 61,541.966,910.683,nein
Schreiner Tanja Dr. Zahnarztpraxis,mail@zahnarztschreiner.de,0481 7 35 65,https://www.zahnarztschreiner.de/,25746,Heide,Weddingstedter Str. 38,542.003.393,90.933.176,nein
Praxis Kruse Jörn Dr. und Broscheit Anja,praxis@kfo-heide.de,0481 8 55 79 85,https://www.kfo-heide.de/,25746,Heide,Hamburger Str. 29,541.962.916,91.038.145,nein
Terenyi Georg Dr.med.dent. Zahnarzt,,0481 53 26,,25746,Heide,Waldschlößchenstr. 20,542.017.541,91.010.868,nein
Tsiropoulos Leonidas Dr.,,0481 6 29 69,,25746,Heide,Beselerstr. 1,541.890.391,90.938.482,nein
Kupke Ulrich Dr.med.dent. Zahnarzt,,0481 6 30 21,,25746,Heide,Markt 22B,541.940.991,90.932.981,nein
Rausch Joachim,,0481 6 47 67,,25746,Heide,Friedrichstr. 4,541.945.161,90.951.653,nein
Kakuschke Tilo Zahnarzt,,0481 7 18 32,,25746,Heide,Alfred-Dührssen-Str. 6,541.989.904,9.085.932,nein
Zahnarztpraxis Michael Meier,,0481 7 33 37,https://www.zahnarzt-heide.com/,25746,Heide,Österweide 15,54.196.444,90.965.065,nein
Detzel Alla Zahnärztin,,0481 8 55 60 00,,25746,Heide,Brahmsstr. 4,54.196.226,90.989.172,nein
Rosin Kerstin Zahnärztin,,035454 70 51,,15926,Heideblick,Falkenberg 53,518.506.902,135.713.137,nein
Layher Kathrin Dr.,,036691 4 69 31,,7613,Heideland,Pillingsgasse 2,51.001.776,119.088.949,nein
"Mundwerk, Karl Christian Wege",,06221 6 47 08 00,https://www.mundwerk-heidelberg.de/,69117,Heidelberg,Friedrich-Ebert-Anlage 41,494.087.427,87.002.606,nein
Kuspiel Adrian,info@zahnarzt-kuspiel.de,06221 2 08 87,https://www.zahnarzt-kuspiel.de/,69117,Heidelberg,Friedrich-Ebert-Anlage 30,494.082.343,8.699.012,nein
"Pfefferle Thorsten Dr., Anne Dr.",,06221 16 63 33,,69117,Heidelberg,Hauptstr. 151,494.117.658,87.070.748,nein
Baum Frank Dr.med.dent.,,06221 2 20 73,https://www.zahnarzt-dr-baum.de/,69117,Heidelberg,Theaterstr. 2,494.109.211,87.037.542,nein
Withelm Ulrike Dr. Zahnärztin für Kieferorthopädie,,06221 2 64 59,https://www.withelm.de/,69117,Heidelberg,Hauptstr. 1,49.409.795,86.936.942,nein
Kuzmanovic Tatjana Dr. Zahnärztin,,06221 38 47 47,,69126,Heidelberg,Forum 5,493.693.394,86.935.081,nein
Brenner Cornelius Dr.,,06221 7 54 24 62,https://www.zahnarzt-brenner.de/,69123,Heidelberg,Kurpfalzring 120,49.401.978,86.402.086,nein
Berger Timo Dr. Zahnarzt,,06221 70 70 37,https://za-berger.de/,69123,Heidelberg,Eppelheimer Str. 87,494.023.715,86.441.517,nein
Bodem Eva Zahnarztpraxis,,06221 80 28 19,https://www.zahnarzt-bodem.de/,69118,Heidelberg,In der Aue 10D,494.143.863,87.625.002,nein
Lentz Gereon Dr.,,06221 89 25 70,https://www.zahnarzt-online.de/,69118,Heidelberg,Jägerpfad 2,494.146.192,87.477.321,nein
Dr. Plewig Kieferorthopädie,,06221 33 65 24,https://www.heidelberg-kfo.de/,69126,Heidelberg,Görresstr. 73,49.388.119,86.919.569,nein
Lux Martin Dr.med.dent. Zahnarztpraxis,,06221 16 04 87,https://www.zahnarzt-lux.de/,69115,Heidelberg,Rohrbacher Str. 63,494.025.407,86.919.056,nein
Burmeister Niels Zahnarzt,,06221 16 18 36,https://www.zahnarzt-burmeister.de/,69115,Heidelberg,Blumenstr. 18,494.044.205,86.890.748,nein
Folttmann Karen Kieferorthopädin,,06221 16 57 67,https://www.folttmann.de/,69115,Heidelberg,Rohrbacher Str. 19,494.056.273,86.928.359,nein
Hemberger Eva Dr. Zahnärztin,,06221 2 02 89,https://zahnaerztin-heidelberg.com/,69115,Heidelberg,Zähringerstr. 11,494.016.105,86.900.891,nein
Dr. Marcel Tacke Zahnarzt Gaisbergstr.38; 69115 Heidelberg,,06221 2 04 64,https://www.zahn-tacke.de/,69115,Heidelberg,Gaisbergstr. 38,494.032.711,86.928.449,nein
Zahnarztpraxis Keil Thomas u. Schmitt Michael Zahnarzt,,06221 2 60 53,https://www.zahnarzt-keil-schmitt.de/,69115,Heidelberg,Häusserstr. 23,494.037.217,86.904.735,nein
Dr. Robert-Marie Frey,,06221 3 92 93 00,https://seegartenklinik.de/,69115,Heidelberg,Adenauerplatz 4,494.066.413,86.936.702,nein
Herrmann-Flechtenmacher Christine Dr.med.dent. Zahnärztin,,06221 6 18 40 10,,69115,Heidelberg,Franz-Knauff-Str. 2,4.939.954,869.005,nein
Ebensberger Ulrike,,06221 6 54 30-00,https://www.dr-ebensberger.de/,69115,Heidelberg,Kurfürsten-Anlage 43,494.048.833,8.683.332,nein
Herrmann-Flechtenmacher,,06221 9 05 37 24,https://www.heidelberg-zahnmedizin.de/,69115,Heidelberg,Franz-Knauff-Str. 2-4,493.995.391,86.900.389,nein
Ti-Sun Kim Prof. Dr. Dr. Privatpraxis für Zahnheilkunde,info@profkim-heidelberg.de,06221 3 57 90 04,https://www.profkim-heidelberg.de/,69115,Heidelberg-Bergheim,Rohrbacher Straße 3,494.081.089,86.928.359,nein
Dimitriev Andre,,06221 16 90 92,https://www.dimitriev.de/,69115,Heidelberg-Bergheim,Römerstr. 31,494.072.573,86.845.206,nein
Sohani Ali Dr.,,06221 18 41 44,https://www.drsohani.de/,69115,Heidelberg-Bergheim,Bergheimer Str. 12,494.091.274,8.691.716,nein
Wessels Frauke Zahnarztpraxis,,06221 2 09 01,https://www.wesselshd.de/,69115,Heidelberg-Bergheim,Bergheimer Str. 95,494.076.438,86.822.229,nein
"Sommer Dieter, Pham Sabine Dres.",,06221 2 23 49,https://www.zahnarztpraxis-sommer-pham.de/,69115,Heidelberg-Bergheim,Luisenstr. 4,494.093.868,86.914.921,nein
Abedian Reza Dr.med.dent.,,06221 2 25 16,https://www.dr-abedian.de/,69115,Heidelberg-Bergheim,Bergheimer Str. 56A,494.082.911,86.854.172,nein
Steinhausen Judith Dr. Zahnärztin,,06221 2 54 24,,69115,Heidelberg-Bergheim,Poststr. 42,494.076.796,868.787,nein
Zahn-und-Implantat-Zentrum Dr. Horst Boland,,06221 41 39 91,https://dr-boland.de/,69115,Heidelberg-Bergheim,Kurfürsten-Anlage 36,494.061.896,86.852.835,nein
Smith Charles Adam,,06221 6 51 60 90,https://www.heidelbergzahnmedizin.com/,69115,Heidelberg-Bergheim,Römerstr. 1,494.075.758,86.845.655,nein
Zahnarztpraxis El Khosht,,06221 61 95 95,https://zahnarzt-elkhosht.de/,69115,Heidelberg-Bergheim,Schneidmühlstr. 6,494.100.123,86.918.513,nein
Dr. Dr. Werner Zoder,,06221 9 83 10 00,https://www.mkg-heidelberg.com/,69115,Heidelberg-Bergheim,Bismarckstr. 9-15,494.105.988,86.918.389,nein
Mannl Nadja u. Florian,,06221 40 44 30,https://www.zahnaerzte-mannl.de/,69121,Heidelberg-Handschuhsheim,Burgstr. 61,494.328.422,86.838.354,nein
"Hegedus, Odette Julia Zahnärztin",,06221 41 18 88,https://www.zahnarzt-hegedus.de/,69121,Heidelberg-Handschuhsheim,Dossenheimer Landstr. 56,494.297.616,86.827.608,nein
"Lorenz Anke, Remus Maja",,06221 47 19 94,https://www.lorenz-remus.com/,69121,Heidelberg-Handschuhsheim,Steubenstr. 28,494.237.094,86.884.036,nein
Beidinger Annette Dr. Zahnärztin,,06221 47 32 00,https://www.dr-beidinger.de/,69121,Heidelberg-Handschuhsheim,Berliner Str. 105,494.252.569,86.814.265,nein
Najiyya Barbara Zahnärztin,,06221 47 59 21,,69121,Heidelberg-Handschuhsheim,In den Pfädelsäckern 42,494.269.423,86.800.838,nein
Gulden Uta,,06221 6 54 98 70,https://drgulden.de/,69121,Heidelberg-Handschuhsheim,Dossenheimer Landstr. 100,494.326.594,86.826.531,nein
Kämmerer Günter,praxis.kaemmerer@web.de,06221 78 60 40,https://www.xn--zahnarzt-gnter-kaemmerer-4sc.de/,69124,Heidelberg-Kirchheim,Glockenzehnten 4,493.801.395,86.603.176,nein
Kuri Sonja Dr.,praxis@dr-kuri.de,06221 6 72 87 64,https://www.dr-kuri.de/,69124,Heidelberg-Kirchheim,Odenwaldstr. 8,493.789.798,86.698.919,nein
Krigar Dr. Zahnarztpraxis,,06221 7 18 72 60,https://www.krigar-partner.de/,69124,Heidelberg-Kirchheim,Schlosskirschenweg 24,493.868.104,86.597.479,nein
Albers T. Zahnarzt,,06221 78 10 78,,69124,Heidelberg-Kirchheim,Schwetzinger Str. 51,493.788.558,8.668.452,nein
Schröder Christoph Dr.,,06221 78 11 55,,69124,Heidelberg-Kirchheim,Pleikartsförster Str. 116,493.867.512,86.629.476,nein
Garbe A. Dr.,,06221 78 33 99,,69124,Heidelberg-Kirchheim,Schwetzinger Str. 103,493.817.981,86.713.695,nein
Bloch-Ingenohl Justine Dr. Zahnarztpraxis,info@zahnarzt-neuenheim.de,06221 48 04 06,https://www.zahnarzt-neuenheim.de/,69120,Heidelberg-Neuenheim,Handschuhsheimer Landstr. 6,494.179.447,86.914.343,nein
Kieferorthopädie Dr. Susanne Kaiser,,06221 3 60 97 50,https://kfo-kaiser.de/,69120,Heidelberg-Neuenheim,Handschuhsheimer Landstr. 27,494.208.771,86.890.968,nein
Schneider Peter Dr.,,06221 40 14 68,https://www.drpeterschneider.de/,69120,Heidelberg-Neuenheim,Quinckestr. 27,494.150.571,86.834.505,nein
Bräter Thilo Dr.med.dent. Zahnarztpraxis,,06221 40 85 40,https://www.zahnarzt-dr-braeter.de/,69121,Heidelberg-Neuenheim,Handschuhsheimer Landstr. 42,494.216.793,86.895.396,nein
Kirsch Erik Dr.med.dent.,,06221 40 91 69,,69120,Heidelberg-Neuenheim,Werderstr. 33A,49.416.298,86.874.155,nein
Breer Kornelia Dr. Zahnärztin,,06221 41 14 64,,69120,Heidelberg-Neuenheim,Schulzengasse 16,494.147.862,86.910.568,nein
Herrmann Dr.med.dent. Zahnärztin,,06221 41 23 89,https://www.zahnarztpraxis-am-neckar.de/,69120,Heidelberg-Neuenheim,Uferstr. 12,49.413.431,86.904.754,nein
Hoffmann E. Dr. u. H. Dr.,,06221 41 34 89,https://www.zahnarztpraxis-hoffmann-heidelberg.de/,69120,Heidelberg-Neuenheim,Brückenstr. 10,4.941.443,86.923.892,nein
Prager I. Dr. Zahnarzt,,06221 41 35 99,https://www.dr-prager.info/,69120,Heidelberg-Neuenheim,Handschuhsheimer Landstr. 2,494.174.227,86.922.558,nein
Buff u. Buff Dres.,,06221 47 27 28,,69120,Heidelberg-Neuenheim,Helmholtzstr. 3,494.132.556,86.840.529,nein
Hoffmann Bernd Dr.med.dent.,,06221 58 50 49-0,https://kieferorthopaedie-hd.de/,69120,Heidelberg-Neuenheim,Mönchhofstr. 4A,494.174.275,86.909.588,nein
Kappels feine Zahnmedizin,,06221 7 73 30 01,https://www.zahnarzt-hd-neuenheim.de/,69120,Heidelberg-Neuenheim,Brückenstraße 32,494.159.974,86.923.425,nein
Proaesthetic Dental Nikolas Papagiannoulis Zahnarztpraxis,,06221 9 98 64 84,https://www.fsde.com.gr/,69120,Heidelberg-Neuenheim,Brückenkopfstr. 1/2,494.137.969,86.925.404,nein
Haas Christian Dr.,,06221 98 51 38,https://www.zahnarzt-drhaas.de/,69120,Heidelberg-Neuenheim,Brückenkopfstr. 1,494.137.339,86.932.419,nein
Grodde Maren Dr.med.dent. Zahnarztpraxis,,06221 2 41 24,https://www.zahnarzt-grodde-heidelberg.de/,69126,Heidelberg-Rohrbach,Sickingenstr. 39,493.835.782,86.901.515,nein
Freyer Astrid Zahnarzt,,06221 31 40 50,,69126,Heidelberg-Rohrbach,Heidelberger Str. 4,493.826.203,86.909.592,nein
Hirsch Katrin Dr. u. Beck C.-P.,,06221 31 43 00,https://www.hirschundbeck.de/,69126,Heidelberg-Rohrbach,Karlsruher Str. 48,493.831.521,86.902.554,nein
Kantzos Antonios Zahnarzt,,06221 37 48 05,,69126,Heidelberg-Rohrbach,Heinrich-Fuchs-Str. 23,493.797.677,8.685.073,nein
Dr. Margarete Meßner und Dr. Peter Schulz Zahnmedizin Mitte BAG,,06221 7 55 07 68,https://www.zahnmedizin-mitte.de/,69123,Heidelberg-Wieblingen,Neckarhäuser Str. 3,494.236.715,86.461.437,nein
Wischnjowa Olga Zahnarztpraxis,,06221 71 40 83-0,https://www.zahnarzt-wischnjowa.de/,69123,Heidelberg-Wieblingen,Mannheimer Str. 175,494.189.607,86.518.676,nein
Häberle Florian Zahnarztpraxis,,06221 83 62 36,https://zahnarzt-haeberle.de/haeberle/home.html,69123,Heidelberg-Wieblingen,Maltesergasse 2,494.291.611,86.463.848,nein
Herdt Henning Dr.med.dent.,,06221 83 64 55,,69123,Heidelberg-Wieblingen,Maaßstr. 39,494.229.629,86.453.347,nein
Schulz Stefan M. Zahnarzt,,06221 80 01 01,https://www.zahnarzt-schulz-heidelberg.de/,69118,Heidelberg-Ziegelhausen,Brahmsstr. 12,494.168.858,87.619.216,nein
Kirsch Ewa Zahnärztin,,06221 80 02 80,,69118,Heidelberg-Ziegelhausen,Peterstaler Str. 28,494.200.769,87.569.889,nein
Koke Ulrich Dr.med.dent.,,06221 80 14 10,,69118,Heidelberg-Ziegelhausen,Kleingemünder Str. 37/1,4.941.787,8.7609,nein
Georg Daniel Alfredo Zahnarzt,,06221 80 41 68,https://zahnarzt-neckar.de/,69118,Heidelberg-Ziegelhausen,In der Neckarhelle 105,494.173.252,87.454.996,nein
Leder Oliver - Zahnarztpraxis Dr. med. Zahnärzte,,03529 5 62 80,https://www.doktorleder.de/,1809,Heidenau,Ernst-Thälmann-Str. 1,509.795.648,1.386.365,nein
Jahn Mathias,,03529 51 25 40,https://www.zahnarzt-mathiasjahn.de/,1809,Heidenau,Haeckelstr. 8,509.770.095,138.707.743,nein
Göpel Katja Dr. Zahnärztin,,03529 51 25 81,https://www.zahnarztpraxis-dr-goepel.de/,1809,Heidenau,Siegfried-Rädel-Str. 6,509.823.153,138.604.861,nein
Würfel Frank Dr. Zahnarztpraxis,,03529 51 53 09,https://www.zahnarztpraxis-dr-wuerfel.de/,1809,Heidenau,Ernst-Thälmann-Str. 7,50.978.886,138.638.987,nein
Formella Beate Fachzahnärztin,,03529 51 57 40,https://www.bformella.de/,1809,Heidenau,Karl-Liebknecht-Platz 1,509.680.054,138.721.637,nein
Andrae Sabine,,03529 51 57 76,https://www.zahnarzt-andrae-heidenau.de/,1809,Heidenau,Franz-Schubert-Str. 14,509.673.139,138.734.385,nein
Baier Ines Zahnärztin,,03529 51 71 51,,1809,Heidenau,August-Bebel-Str. 30,509.737.257,138.599.446,nein
Kaiser Daniella Dr. Zahnärztin,,03529 51 71 88,https://www.zahnarzt-heidenau.de/,1809,Heidenau,Pirnaer Str. 30,509.725.907,138.740.299,nein
Nikolajew Elena Zahnärztin,,03529 51 78 71,https://www.za-nikolajew.de/,1809,Heidenau,Fritz-Weber-Str. 4,509.785.743,138.616.903,nein
Dr. med. Dr. med. dent. Jens Julian Linke Dentalpraxis Oststadt,mail@dentalpraxis-oststadt.de,07321 2 34 79,https://facebook.com/Dentalpraxis.Oststadt,89522,Heidenheim,Römerstraße 36,486.765.329,101.657.789,nein
Dr. med. dent. Carolyn Huber Zahnärztin,praxis.dr.huber@gmx.de,07321 4 35 71,https://www.zahnarzt-dr-carolyn-huber.de/,89518,Heidenheim,Clichystraße 4,486.787.643,101.497.971,nein
"Neumann Tobias Dr. Zahnarzt, Nicolle Dr. Zahnärztin",,09833 9 87 88 00,https://www.deine-zahnarztpraxis.com/,91719,Heidenheim,Gießbrücke 4,490.180.913,107.410.076,nein
Stodal Holger Dr.med.dent. & Stodal Sandra Dr.med.dent.,,07321 2 63 11,,89522,Heidenheim an der Brenz,Am Wedelgraben 11,486.751.658,101.528.789,nein
Willert Petra Dr.med.dent. Zahnärztin,praxis-willert@t-online.de,07321 95 52 22,,89522,Heidenheim an der Brenz,Stuttgarter Ring 107,486.604.798,10.141.773,nein
"Bach Hans-Jörg, Bach Sonja Dres. Zahnärzte",drsonjabach@aol.com,07321 96 55 77,,89520,Heidenheim an der Brenz,Am Jagdschlößle 13,487.084.444,101.588.868,nein
Kraski Boris Dr. Zahnarzt,info@praxis-am-brenzpark.de,07321 2 27 57,https://www.praxis-am-brenzpark.de/,89522,Heidenheim an der Brenz,Kurze Str. 7,486.801.587,10.158.286,nein
Oberländer Sabine Dr. Zahnarztpraxis,mail@zahnarztpraxis-dr-oberlaender.de,07321 2 16 52,https://zahnarztpraxis-dr-oberlaender.de/,89522,Heidenheim an der Brenz,August-Lösch-Str. 6,486.753.592,101.521.593,nein
Huber Carolyn Dr.med.dent. Zahnarzt,praxis.dr.huber@gmx.de,07321 4 35 71,https://www.zahnarzt-dr-carolyn-huber.de/,89518,Heidenheim an der Brenz,Clichystr. 6,486.787.643,101.497.971,nein
"Bacher Oliver M. Dr., Heneka-Bacher M. Dr. Zahnärzte für Kieferorthopädie",,07321 2 27 73,,89518,Heidenheim an der Brenz,Heinrich-Voelter-Str. 6,486.798.402,101.546.384,nein
Alferi u. Whg. Walter Dr.med.dent.,,07321 4 92 44,,89518,Heidenheim an der Brenz,Panoramaweg 17,486.853.655,101.529.724,nein
Maier Gert Dr.med.dent. Zahnarzt MSc Implantologie,,07321 94 94 97,https://www.gertmaier.de/,89518,Heidenheim an der Brenz,Schloßstr. 32,486.776.881,101.467.597,nein
Eder Stephanie Dr. Zahnarztpraxis,,07321 27 68 27,,89522,Heidenheim an der Brenz,Uferstr. 4,48.655.004,10.156.318,nein
Parsa Ruhin Dr.med.dent.,,06120 85 17,,65321,Heidenrod-Laufenselden,Holzhäuser Weg 5A,502.137.593,79.914.223,nein
"Preißler Jörg Dr., Uta Dipl.-Stom. Zahnärzte",,037361 15 99 38,,9526,Heidersdorf,Mortelbachstr. 15,506.631.867,134.164.128,nein
Meister Babette Dr. Zahnärztin,service@zahnarztpraxis-heidesee.de,033768 5 08 62,https://www.zahnarztpraxis-dr-meister.de/,15754,Heidesee-Prieros,Prieroser Dorfstr. 6,522.222.805,137.719.772,nein
Dr. med. dent. Christine Wandel,,0431 24 17 00,,24226,Heikendorf,Langer Rehm 15,543.729.176,102.035.961,nein
Bock Ole u. Sonnrein Birka Dr. Fachzahnärzte für Kieferorthopädie,info@kfo-fachzentrum.de,0431 24 34 00,https://www.kfo-fachzentrum.de/,24226,Heikendorf,Am Herrkamp 14A,54.366.133,10.206.609,nein
Grüne Oliver Zahnarzt,info@zahnarzt-heikendorf.de,0431 2 48 78-0,https://www.zahnarzt-heikendorf.de/,24226,Heikendorf,Teichtor 19,543.667.473,102.034.323,nein
"Diercks Joern Dr.med.dent., Evers Heiko Zahnärzte",,0431 24 12 49,https://www.zahnaerzte-heikendorf.de/,24226,Heikendorf,Am Schmiedeplatz 2,54.369.802,102.021.434,nein
Klingebiel Reinhard Dr.med.dent.,dr.r.klingebiel@googlemail.com,03606 61 43 16,,37308,Heilbad Heiligenstadt,Am Jüdenhof 1,513.786.659,101.395.835,nein
Gehrmann Gabriele,info@praxis-gehrmann.de,03606 55 56-0,https://praxis-gehrmann.de/,37308,Heilbad Heiligenstadt,Stubenstr. 15,513.786.358,101.356.863,nein
Spletter Guntram,,03606 60 47 74,,37308,Heilbad Heiligenstadt,Aureusstr. 2,518.667.607,540.072,nein
Wittkowski Karl-Heinz Dr.med.,,03606 61 41 46,,37308,Heilbad Heiligenstadt,Lindenallee 11,"51,379707","10,1357174",nein
Döllmann Stefan Dr.med.dent.,,03606 61 42 38,https://www.zahnheilkunde-eichsfeld.de/,37308,Heilbad Heiligenstadt,Petristr. 53,"51,3755708","10,1399751",nein
Moll Tina Dr. med. dent. Zahnärztin,anmeldung@zahnaerzte-heilbronn.de,07131 6 42 74 62,https://www.zahnaerzte-heilbronn.de/,74074,Heilbronn,Friedrich-Dürr-Str. 69,"49,1285039","9,2065927",nein
"Beier Karl Peter Dr. Zahnarztpraxis, Beier Kornelia",email@beierundbeier.de,07131 8 75 73,https://www.beierundbeier.de/,74072,Heilbronn,Moltkestr. 40,"49,1410829","9,2286169",nein
Voeckler Alexander Zahnarzt,info@alexandervoeckler-zahnarzt.de,07131 8 98 47 49,https://www.alexandervoeckler-zahnarzt.de/,74072,Heilbronn,Rosengasse 2,"49,1428077","9,2175338",nein
Inan Jason Dr. u. Schieber Rolf Dr. Zahnarztpraxis,info@dr-inan.de,07131 17 96 69,https://www.dr-inan.de/,74076,Heilbronn,Kernerstr. 25,"49,1443839","9,234326",nein
Zank L. Dres.-med. stom./UMF Zahnärzte,info@dr-zank.de,07131 3 11 32,https://www.dr-zank.de/,74080,Heilbronn,Flaischlenstr. 11,"49,1392854","9,1901197",nein
Schick Peter Zahnarzt,info@pfuehlparkzentrum.de,,https://www.pfuehlparkzentrum.de/,74076,Heilbronn,Siebennußbaumstr. 41,"49,1405816","9,2388111",nein
Dr. med. dent. Michael Preidl Zahnarztarztpraxis,info@zahnarzt-praxis-heilbronn.de,07131 99 36 68,https://www.zahnarzt-praxis-heilbronn.de/,74072,Heilbronn,Herbststr. 9,"49,1394186","9,2255319",nein
"Köpf B. Dr. Zahnarztpraxis, Köpf M. Dr. Zahnarztpraxis",mail@praxis-dr-koepf.de,07131 6 84 85,,74072,Heilbronn,Karlstr. 35,"49,1431971","9,2241112",nein
"Volk Andreas Dr.med.dent. Zahnärztliche Gemeinschaftspraxis, Razmilic Dragan Dr.med.dent.",mail@za-hn.com,07131 8 64 81,https://za-hn.com/,74072,Heilbronn,Lerchenstr. 36,"49,1371796","9,2266245",nein
Exner Andreas Dr. u. Vavelidis Ioannis Dr.,praxis.exner-vavelidis@arcor.de,07131 2 24 15,https://www.exner-vavelidis.com/,74078,Heilbronn,Frankenbacher Str. 47,"49,1682217","9,1983544",nein
"Römer Jan C Dr., Wolz Jürgen Dr. Zahnärzte",praxis@roemer-wolz.de,07131 6 82 00,https://www.roemer-wolz.de/,74072,Heilbronn,Karlstr. 2,"49,1431659","9,2215121",nein
Pitters & Schlindwein Praxisgemeinschaft für ganzheitliche Zahnheilkunde,praxis@schlindwein-zahnheilkunde.de,07131 92 08 30,https://www.schlindwein-zahnheilkunde.de/,74074,Heilbronn,John-F.-Kennedy-Str. 4,"49,1238131","9,2184828",nein
VIDENTA Zahnarzt Christian Fuchs,praxis@videnta.hn,07131 8 08 45,https://www.videnta.hn/,74072,Heilbronn,Kaiserstr. 19 -23,"49,1420469","9,2194677",nein
Wagner Friederike Zahnärztin,praxis@wagner-hn.de,07131 17 95 85,https://www.wagner-zahnaerztin.de/,74076,Heilbronn,Karlstr. 139/2,"49,1427213","9,2369752",nein
Götz Thomas Dr. med. dent. Zahnarzt,praxis-dr.goetz@t-online.de,07131 16 08 18,https://www.zahnarztgoetz.de/,74074,Heilbronn,Metzer Str. 34,"49,1322781","9,2351723",nein
"Lehmann Von Lenski Günter Dr.med.dent., Lehmann Von Lenski Sven-Christian Zahnärztliche Gemeinschaftspraxis, Lehmann Von Lenski Sören",TeamLVL@aol.com,07131 17 66 11,https://www.lehmann-von-lenski.de/,74074,Heilbronn,Fichtestr. 46,"49,132923","9,2389338",nein
Rücker Martin Dr. Zahnarzt,,07131 17 32 40,https://www.zahnheilkunde.hn/,74076,Heilbronn,Pestalozzistr. 16,"49,1493932","9,2253535",nein
Jakubec Walter Dr.med.dent. Zahnarztpraxis,,07131 17 41 06,,74072,Heilbronn,Titotstr. 5,"49,1405369","9,223017",nein
"Mikov Valery, Larissa Zahnärzte",,07131 3 90 23 77,https://xn--zahnrzte-mikov-8hb.de/,74072,Heilbronn,Allee 64,"49,144183","9,2233369",nein
